Id,Category
529,1
530,1
531,6
532,2
533,2
534,19
535,8
536,0
537,7
538,13
539,10
540,12
541,9
542,10
543,1
544,25
545,25
546,14
547,13
548,22
549,2
550,20
551,14
552,23
553,17
554,17
555,0
556,17
557,22
558,8
559,7
560,6
561,24
562,12
563,14
564,2
565,22
566,11
567,16
568,4
569,3
570,16
571,20
572,9
573,9
574,10
575,1
576,19
577,18
578,20
579,23
580,4
581,1
582,5
583,1
584,20
585,10
586,18
587,13
588,16
589,11
590,16
591,8
592,13
593,1
594,3
595,20
596,1
597,18
598,10
599,12
600,18
601,8
602,13
603,10
604,0
605,18
606,14
607,3
608,1
609,21
610,20
611,17
612,17
613,15
614,13
615,23
616,14
617,23
618,5
619,21
620,15
621,5
622,16
623,23
624,3
625,5
626,25
627,4
628,12
629,13
630,10
631,2
632,3
633,24
634,6
635,1
636,22
637,12
638,3
639,4
640,9
641,1
642,17
643,13
644,25
645,21
646,20
647,7
648,20
649,17
650,0
651,14
652,5
653,0
654,12
655,7
656,17
657,0
658,21
659,13
660,15
661,8
662,1
663,15
664,12
665,14
666,18
667,21
668,16
669,18
670,11
671,7
672,11
673,17
674,18
675,18
676,18
677,14
678,15
679,17
680,1
681,16
682,23
683,0
684,21
685,13
686,3
687,18
688,4
689,5
690,3
691,6
692,6
693,17
694,3
695,6
696,25
697,18
698,15
699,11
700,3
701,4
702,25
703,9
704,1
705,14
706,25
707,23
708,6
709,3
710,13
711,16
712,8
713,22
714,17
715,1
716,10
717,18
718,24
719,2
720,18
721,10
722,6
723,8
724,4
725,20
726,4
727,0
728,22
729,1
730,14
731,16
732,14
733,6
734,6
735,7
736,15
737,0
738,2
739,15
740,3
741,0
742,2
743,17
744,19
745,4
746,0
747,8
748,25
749,10
750,1
751,20
752,12
753,14
754,7
755,12
756,1
757,11
758,13
759,6
760,3
761,8
762,22
763,22
764,16
765,1
766,15
767,3
768,17
769,1
770,19
771,25
772,20
773,21
774,20
775,20
776,4
777,1
778,5
779,6
780,25
781,10
782,3
783,5
784,4
785,23
786,11
787,23
788,25
789,16
790,25
791,2
792,6
793,25
794,5
795,21
796,22
797,15
798,16
799,13
800,12
801,22
802,17
803,14
804,22
805,21
806,5
807,21
808,21
809,21
810,13
811,14
812,23
813,0
814,22
815,12
816,20
817,23
818,1
819,5
820,7
821,6
822,1
823,18
824,16
825,6
826,5
827,4
828,3
829,0
830,4
831,2
832,17
833,12
834,23
835,9
836,23
837,14
838,18
839,10
840,12
841,8
842,3
843,20
844,19
845,18
846,20
847,4
848,15
849,21
850,7
851,12
852,20
853,13
854,24
855,25
856,13
857,20
858,7
859,17
860,12
861,9
862,9
863,17
864,14
865,2
866,18
867,22
868,19
869,13
870,20
871,2
872,4
873,23
874,8
875,21
876,21
877,18
878,21
879,16
880,2
881,17
882,12
883,4
884,1
885,19
886,14
887,16
888,16
889,0
890,18
891,17
892,24
893,21
894,12
895,1
896,3
897,2
898,3
899,21
900,6
901,18
902,24
903,2
904,14
905,15
906,16
907,14
908,10
909,0
910,23
911,2
912,7
913,8
914,6
915,23
916,22
917,9
918,3
919,17
920,25
921,22
922,6
923,11
924,4
925,4
926,12
927,14
928,4
929,6
930,25
931,12
932,2
933,15
934,1
935,23
936,23
937,24
938,13
939,18
940,18
941,5
942,22
943,22
944,16
945,17
946,10
947,23
948,21
949,6
950,20
951,25
952,12
953,8
954,9
955,19
956,7
957,19
958,25
959,20
960,10
961,6
962,14
963,5
964,2
965,18
966,16
967,0
968,0
969,7
970,13
971,17
972,21
973,9
974,6
975,19
976,9
977,16
978,13
979,1
980,4
981,15
982,23
983,12
984,2
985,18
986,14
987,22
988,22
989,9
990,25
991,5
992,15
993,2
994,10
995,20
996,13
997,14
998,14
999,4
1000,7
1001,10
1002,4
1003,3
1004,12
1005,3
1006,13
1007,16
1008,0
1009,17
1010,1
1011,24
1012,22
1013,0
1014,0
1015,6
1016,25
1017,4
1018,4
1019,7
1020,22
1021,4
1022,15
1023,15
1024,10
1025,12
1026,18
1027,0
1028,25
1029,13
1030,12
1031,7
1032,12
1033,6
1034,13
1035,16
1036,20
1037,23
1038,22
1039,13
1040,11
1041,21
1042,2
1043,21
1044,0
1045,19
1046,24
1047,20
1048,20
1049,8
1050,9
1051,25
1052,19
1053,16
1054,1
1055,11
1056,15
1057,4
1058,12
1059,6
1060,16
1061,24
1062,13
1063,20
1064,23
1065,4
1066,15
1067,12
1068,16
1069,25
1070,1
1071,25
1072,4
1073,22
1074,5
1075,25
1076,22
1077,16
1078,4
1079,17
1080,3
1081,23
1082,20
1083,14
1084,24
1085,22
1086,20
1087,22
1088,20
1089,14
1090,23
1091,22
1092,6
1093,4
1094,20
1095,23
1096,17
1097,20
1098,13
1099,21
1100,17
1101,18
1102,18
1103,18
1104,11
1105,11
1106,13
1107,9
1108,24
1109,21
1110,7
1111,17
1112,0
1113,11
1114,25
1115,4
1116,0
1117,14
1118,22
1119,5
1120,21
1121,4
1122,18
1123,4
1124,3
1125,17
1126,25
1127,4
1128,3
1129,8
1130,0
1131,19
1132,3
1133,4
1134,15
1135,12
1136,5
1137,15
1138,17
1139,18
1140,4
1141,23
1142,1
1143,14
1144,4
1145,12
1146,1
1147,18
1148,14
1149,21
1150,25
1151,12
1152,10
1153,22
1154,0
1155,1
1156,6
1157,8
1158,11
1159,10
1160,16
1161,15
1162,23
1163,1
1164,25
1165,12
1166,22
1167,17
1168,20
1169,3
1170,6
1171,16
1172,1
1173,12
1174,6
1175,13
1176,24
1177,7
1178,15
1179,12
1180,4
1181,20
1182,2
1183,13
1184,3
1185,6
1186,5
1187,11
1188,22
1189,12
1190,4
1191,15
1192,5
1193,12
1194,7
1195,17
1196,4
1197,22
1198,17
1199,6
1200,3
1201,22
1202,17
1203,10
1204,12
1205,18
1206,25
1207,24
1208,22
1209,8
1210,13
1211,25
1212,10
1213,10
1214,11
1215,5
1216,12
1217,1
1218,7
1219,17
1220,22
1221,21
1222,6
1223,15
1224,18
1225,16
1226,14
1227,0
1228,24
1229,14
1230,1
1231,24
1232,14
1233,10
1234,23
1235,19
1236,1
1237,11
1238,6
1239,16
1240,15
1241,21
1242,11
1243,10
1244,15
1245,2
1246,16
1247,20
1248,13
1249,15
1250,24
1251,20
1252,11
1253,12
1254,22
1255,11
1256,1
1257,4
1258,1
1259,9
1260,12
1261,10
1262,24
1263,9
1264,22
1265,7
1266,20
1267,25
1268,5
1269,12
1270,10
1271,0
1272,15
1273,14
1274,5
1275,22
1276,11
1277,18
1278,5
1279,7
1280,23
1281,6
1282,20
1283,14
1284,10
1285,1
1286,22
1287,7
1288,10
1289,5
1290,20
1291,3
1292,14
1293,12
1294,3
1295,7
1296,17
1297,7
1298,22
1299,18
1300,16
1301,23
1302,21
1303,5
1304,16
1305,15
1306,12
1307,17
1308,22
1309,7
1310,23
1311,14
1312,12
1313,1
1314,15
1315,3
1316,17
1317,0
1318,12
1319,13
1320,18
1321,4
1322,5
1323,16
1324,9
1325,18
1326,0
1327,0
1328,3
1329,21
1330,24
1331,15
1332,3
1333,22
1334,12
1335,14
1336,14
1337,6
1338,25
1339,15
1340,25
1341,14
1342,9
1343,17
1344,23
1345,4
1346,18
1347,24
1348,20
1349,3
1350,21
1351,24
1352,14
1353,0
1354,13
1355,19
1356,23
1357,10
1358,11
1359,14
1360,4
1361,24
1362,9
1363,25
1364,0
1365,7
1366,6
1367,12
1368,1
1369,19
1370,12
1371,24
1372,12
1373,16
1374,22
1375,17
1376,0
1377,25
1378,0
1379,12
1380,22
1381,2
1382,21
1383,22
1384,6
1385,12
1386,16
1387,17
1388,4
1389,6
1390,15
1391,6
1392,7
1393,6
1394,13
1395,21
1396,20
1397,9
1398,16
1399,7
1400,6
1401,14
1402,18
1403,16
1404,16
1405,6
1406,5
1407,0
1408,2
1409,3
1410,12
1411,0
1412,17
1413,19
1414,18
1415,14
1416,18
1417,3
1418,4
1419,9
1420,24
1421,22
1422,3
1423,23
1424,23
1425,18
1426,11
1427,4
1428,11
1429,19
1430,12
1431,16
1432,5
1433,15
1434,0
1435,3
1436,21
1437,24
1438,0
1439,6
1440,21
1441,5
1442,4
1443,20
1444,12
1445,11
1446,12
1447,20
1448,17
1449,3
1450,21
1451,11
1452,4
1453,7
1454,6
1455,5
1456,7
1457,2
1458,15
1459,5
1460,15
1461,1
1462,1
1463,17
1464,20
1465,21
1466,23
1467,21
1468,10
1469,25
1470,24
1471,3
1472,3
1473,13
1474,22
1475,12
1476,19
1477,6
1478,0
1479,25
1480,17
1481,1
1482,1
1483,25
1484,20
1485,1
1486,12
1487,12
1488,6
1489,15
1490,3
1491,5
1492,6
1493,5
1494,7
1495,17
1496,9
1497,23
1498,24
1499,6
1500,6
1501,3
1502,16
1503,16
1504,22
1505,1
1506,0
1507,24
1508,18
1509,5
1510,15
1511,17
1512,13
1513,20
1514,16
1515,18
1516,5
1517,13
1518,5
1519,3
1520,14
1521,24
1522,21
1523,6
1524,4
1525,24
1526,20
1527,11
1528,15
1529,25
1530,18
1531,24
1532,20
1533,7
1534,4
1535,7
1536,2
1537,17
1538,24
1539,7
1540,20
1541,18
1542,0
1543,13
1544,13
1545,1
1546,11
1547,14
1548,1
1549,11
1550,22
1551,14
1552,13
1553,23
1554,13
1555,19
1556,16
1557,21
1558,14
1559,23
1560,5
1561,14
1562,2
1563,16
1564,2
1565,13
1566,15
1567,23
1568,13
1569,1
1570,17
1571,6
1572,6
1573,12
1574,25
1575,13
1576,18
1577,3
1578,8
1579,4
1580,4
1581,24
1582,10
1583,20
1584,21
1585,23
1586,17
1587,8
1588,14
1589,17
1590,24
1591,7
1592,3
1593,23
1594,1
1595,10
1596,19
1597,25
1598,16
1599,25
1600,25
1601,9
1602,24
1603,15
1604,15
1605,17
1606,25
1607,22
1608,13
1609,22
1610,10
1611,7
1612,17
1613,14
1614,8
1615,6
1616,21
1617,5
1618,17
1619,5
1620,0
1621,18
1622,2
1623,12
1624,5
1625,10
1626,5
1627,9
1628,16
1629,7
1630,0
1631,7
1632,25
1633,15
1634,20
1635,23
1636,13
1637,0
1638,22
1639,12
1640,11
1641,1
1642,24
1643,1
1644,7
1645,21
1646,16
1647,19
1648,23
1649,17
1650,6
1651,17
1652,4
1653,5
1654,3
1655,15
1656,7
1657,15
1658,15
1659,10
1660,12
1661,24
1662,20
1663,25
1664,22
1665,21
1666,23
1667,1
1668,22
1669,7
1670,2
1671,2
1672,6
1673,11
1674,2
1675,20
1676,22
1677,20
1678,17
1679,13
1680,1
1681,19
1682,24
1683,7
1684,5
1685,4
1686,14
1687,23
1688,12
1689,22
1690,25
1691,20
1692,12
1693,17
1694,16
1695,2
1696,23
1697,1
1698,22
1699,24
1700,7
1701,1
1702,9
1703,17
1704,23
1705,2
1706,6
1707,1
1708,6
1709,19
1710,11
1711,16
1712,19
1713,15
1714,10
1715,19
1716,1
1717,12
1718,19
1719,7
1720,24
1721,13
1722,14
1723,15
1724,13
1725,25
1726,21
1727,20
1728,16
1729,3
1730,12
1731,19
1732,3
1733,14
1734,14
1735,12
1736,1
1737,20
1738,5
1739,15
1740,9
1741,5
1742,11
1743,11
1744,5
1745,10
1746,8
1747,2
1748,14
1749,17
1750,15
1751,25
1752,15
1753,18
1754,10
1755,7
1756,10
1757,20
1758,1
1759,3
1760,25
1761,4
1762,21
1763,22
1764,14
1765,1
1766,10
1767,16
1768,21
1769,10
1770,18
1771,1
1772,7
1773,17
1774,24
1775,1
1776,7
1777,7
1778,0
1779,16
1780,17
1781,13
1782,8
1783,2
1784,15
1785,13
1786,0
1787,12
1788,17
1789,12
1790,14
1791,18
1792,4
1793,25
1794,23
1795,1
1796,2
1797,15
1798,20
1799,17
1800,8
1801,6
1802,7
1803,3
1804,1
1805,2
1806,3
1807,23
1808,15
1809,18
1810,4
1811,15
1812,4
1813,25
1814,4
1815,11
1816,6
1817,8
1818,25
1819,20
1820,2
1821,17
1822,21
1823,11
1824,17
1825,18
1826,9
1827,7
1828,1
1829,6
1830,9
1831,17
1832,0
1833,13
1834,10
1835,17
1836,16
1837,12
1838,16
1839,4
1840,0
1841,24
1842,9
1843,25
1844,21
1845,18
1846,12
1847,11
1848,23
1849,22
1850,2
1851,6
1852,20
1853,9
1854,24
1855,13
1856,9
1857,18
1858,9
1859,17
1860,0
1861,14
1862,12
1863,2
1864,16
1865,5
1866,22
1867,2
1868,10
1869,22
1870,16
1871,1
1872,2
1873,17
1874,13
1875,12
1876,2
1877,18
1878,25
1879,11
1880,5
1881,20
1882,21
1883,2
1884,15
1885,12
1886,12
1887,11
1888,21
1889,1
1890,13
1891,8
1892,17
1893,20
1894,16
1895,10
1896,9
1897,5
1898,17
1899,1
1900,3
1901,22
1902,3
1903,20
1904,23
1905,21
1906,11
1907,21
1908,24
1909,12
1910,10
1911,24
1912,8
1913,17
1914,14
1915,12
1916,25
1917,13
1918,18
1919,14
1920,25
1921,0
1922,14
1923,4
1924,17
1925,0
1926,19
1927,4
1928,19
1929,3
1930,12
1931,0
1932,19
1933,22
1934,2
1935,8
1936,6
1937,15
1938,13
1939,12
1940,16
1941,22
1942,12
1943,1
1944,24
1945,24
1946,11
1947,7
1948,7
1949,8
1950,23
1951,13
1952,8
1953,22
1954,24
1955,13
1956,21
1957,10
1958,5
1959,12
1960,4
1961,3
1962,5
1963,19
1964,19
1965,10
1966,19
1967,1
1968,9
1969,17
1970,25
1971,19
1972,6
1973,7
1974,6
1975,3
1976,12
1977,14
1978,17
1979,14
1980,18
1981,15
1982,19
1983,21
1984,7
1985,3
1986,21
1987,12
1988,1
1989,24
1990,4
1991,12
1992,23
1993,15
1994,13
1995,12
1996,22
1997,10
1998,9
1999,10
2000,21
2001,16
2002,14
2003,14
2004,5
2005,6
2006,10
2007,5
2008,23
2009,15
2010,5
2011,12
2012,25
2013,12
2014,20
2015,14
2016,18
2017,12
2018,13
2019,23
2020,1
2021,0
2022,20
2023,20
2024,11
2025,1
2026,8
2027,15
2028,20
2029,2
2030,18
2031,14
2032,12
2033,0
2034,22
2035,24
2036,5
2037,22
2038,24
2039,10
2040,17
2041,9
2042,25
2043,14
2044,23
2045,19
2046,22
2047,10
2048,20
2049,8
2050,14
2051,20
2052,3
2053,12
2054,22
2055,25
2056,2
2057,22
2058,17
2059,13
2060,23
2061,15
2062,25
2063,3
2064,8
2065,0
2066,18
2067,18
2068,2
2069,16
2070,18
2071,13
2072,12
2073,22
2074,20
2075,18
2076,14
2077,8
2078,1
2079,24
2080,14
2081,16
2082,18
2083,22
2084,4
2085,13
2086,16
2087,17
2088,22
2089,3
2090,21
2091,1
2092,8
2093,24
2094,19
2095,21
2096,10
2097,10
2098,7
2099,22
2100,5
2101,1
2102,20
2103,15
2104,15
2105,12
2106,3
2107,2
2108,1
2109,18
2110,22
2111,19
2112,13
2113,4
2114,6
2115,7
2116,5
2117,8
2118,14
2119,17
2120,13
2121,24
2122,3
2123,24
2124,16
2125,13
2126,12
2127,17
2128,20
2129,20
2130,22
2131,7
2132,14
2133,4
2134,0
2135,4
2136,1
2137,20
2138,1
2139,16
2140,6
2141,18
2142,12
2143,0
2144,22
2145,23
2146,15
2147,2
2148,3
2149,21
2150,16
2151,23
2152,7
2153,21
2154,21
2155,7
2156,8
2157,4
2158,20
2159,3
2160,16
2161,25
2162,19
2163,23
2164,12
2165,24
2166,10
2167,1
2168,15
2169,21
2170,16
2171,14
2172,25
2173,4
2174,7
2175,13
2176,6
2177,13
2178,12
2179,16
2180,13
2181,6
2182,19
2183,13
2184,10
2185,15
2186,1
2187,21
2188,22
2189,21
2190,12
2191,21
2192,20
2193,11
2194,14
2195,14
2196,15
2197,13
2198,24
2199,7
2200,4
2201,19
2202,20
2203,1
2204,17
2205,1
2206,18
2207,1
2208,5
2209,3
2210,10
2211,17
2212,19
2213,23
2214,25
2215,2
2216,19
2217,14
2218,14
2219,15
2220,5
2221,12
2222,10
2223,15
2224,0
2225,23
2226,4
2227,13
2228,20
2229,9
2230,4
2231,19
2232,17
2233,22
2234,1
2235,22
2236,12
2237,0
2238,3
2239,3
2240,19
2241,0
2242,17
2243,24
2244,7
2245,13
2246,21
2247,14
2248,18
2249,13
2250,16
2251,12
2252,11
2253,4
2254,4
2255,25
2256,0
2257,15
2258,19
2259,22
2260,20
2261,9
2262,3
2263,7
2264,23
2265,14
2266,12
2267,0
2268,12
2269,10
2270,13
2271,7
2272,14
2273,3
2274,16
2275,21
2276,4
2277,15
2278,5
2279,17
2280,3
2281,3
2282,17
2283,21
2284,25
2285,21
2286,3
2287,14
2288,4
2289,24
2290,18
2291,14
2292,1
2293,23
2294,15
2295,20
2296,10
2297,24
2298,7
2299,20
2300,4
2301,16
2302,18
2303,23
2304,25
2305,7
2306,18
2307,0
2308,13
2309,2
2310,13
2311,25
2312,21
2313,4
2314,14
2315,22
2316,18
2317,25
2318,2
2319,16
2320,12
2321,15
2322,17
2323,13
2324,20
2325,20
2326,24
2327,10
2328,9
2329,14
2330,25
2331,25
2332,16
2333,22
2334,23
2335,5
2336,13
2337,23
2338,1
2339,24
2340,1
2341,15
2342,14
2343,12
2344,2
2345,23
2346,13
2347,15
2348,0
2349,25
2350,13
2351,6
2352,2
2353,12
2354,13
2355,7
2356,8
2357,0
2358,7
2359,8
2360,7
2361,10
2362,17
2363,4
2364,21
2365,15
2366,25
2367,10
2368,25
2369,3
2370,0
2371,25
2372,18
2373,15
2374,25
2375,3
2376,1
2377,17
2378,5
2379,4
2380,22
2381,18
2382,14
2383,5
2384,20
2385,2
2386,25
2387,22
2388,1
2389,1
2390,15
2391,23
2392,6
2393,21
2394,18
2395,5
2396,17
2397,19
2398,0
2399,24
2400,0
2401,13
2402,24
2403,11
2404,0
2405,2
2406,5
2407,12
2408,10
2409,1
2410,10
2411,13
2412,0
2413,21
2414,22
2415,25
2416,11
2417,13
2418,18
2419,5
2420,19
2421,12
2422,3
2423,15
2424,24
2425,0
2426,8
2427,24
2428,22
2429,5
2430,24
2431,14
2432,12
2433,22
2434,4
2435,1
2436,13
2437,22
2438,10
2439,15
2440,11
2441,7
2442,3
2443,7
2444,4
2445,10
2446,4
2447,4
2448,6
2449,7
2450,21
2451,5
2452,7
2453,22
2454,9
2455,19
2456,6
2457,21
2458,6
2459,14
2460,9
2461,12
2462,18
2463,8
2464,17
2465,13
2466,14
2467,18
2468,2
2469,16
2470,25
2471,11
2472,5
2473,3
2474,13
2475,0
2476,4
2477,1
2478,24
2479,22
2480,21
2481,3
2482,22
2483,3
2484,4
2485,21
2486,22
2487,0
2488,1
2489,12
2490,22
2491,10
2492,2
2493,20
2494,22
2495,1
2496,11
2497,12
2498,2
2499,9
2500,24
2501,8
2502,1
2503,1
2504,7
2505,22
2506,12
2507,14
2508,20
2509,13
2510,10
2511,19
2512,22
2513,6
2514,9
2515,18
2516,3
2517,9
2518,7
2519,7
2520,15
2521,8
2522,15
2523,8
2524,16
2525,7
2526,10
2527,1
2528,16
2529,25
2530,3
2531,2
2532,8
2533,22
2534,16
2535,20
2536,12
2537,24
2538,9
2539,22
2540,10
2541,25
2542,3
2543,14
2544,13
2545,23
2546,8
2547,4
2548,1
2549,13
2550,0
2551,25
2552,12
2553,13
2554,10
2555,3
2556,2
2557,16
2558,0
2559,17
2560,7
2561,0
2562,9
2563,7
2564,23
2565,10
2566,10
2567,19
2568,14
2569,0
2570,16
2571,22
2572,17
2573,7
2574,17
2575,17
2576,15
2577,5
2578,15
2579,11
2580,6
2581,14
2582,3
2583,22
2584,12
2585,10
2586,1
2587,20
2588,4
2589,15
2590,19
2591,2
2592,3
2593,25
2594,2
2595,13
2596,2
2597,5
2598,22
2599,11
2600,9
2601,6
2602,7
2603,6
2604,2
2605,13
2606,14
2607,7
2608,0
2609,15
2610,23
2611,25
2612,1
2613,6
2614,7
2615,23
2616,21
2617,5
2618,11
2619,22
2620,6
2621,19
2622,24
2623,1
2624,1
2625,20
2626,18
2627,18
2628,1
2629,17
2630,17
2631,11
2632,10
2633,4
2634,17
2635,22
2636,22
2637,7
2638,9
2639,4
2640,13
2641,17
2642,2
2643,9
2644,12
2645,0
2646,14
2647,7
2648,23
2649,6
2650,1
2651,7
2652,2
2653,3
2654,22
2655,21
2656,5
2657,21
2658,19
2659,13
2660,5
2661,1
2662,6
2663,15
2664,16
2665,3
2666,16
2667,4
2668,6
2669,6
2670,24
2671,20
2672,7
2673,14
2674,20
2675,13
2676,14
2677,17
2678,16
2679,8
2680,16
2681,5
2682,13
2683,1
2684,16
2685,0
2686,10
2687,22
2688,0
2689,6
2690,21
2691,19
2692,3
2693,12
2694,18
2695,7
2696,12
2697,10
2698,12
2699,25
2700,9
2701,7
2702,5
2703,12
2704,7
2705,5
2706,10
2707,19
2708,4
2709,24
2710,6
2711,14
2712,17
2713,22
2714,8
2715,0
2716,12
2717,20
2718,25
2719,16
2720,5
2721,3
2722,5
2723,6
2724,3
2725,14
2726,10
2727,22
2728,0
2729,9
2730,18
2731,16
2732,17
2733,18
2734,13
2735,22
2736,9
2737,12
2738,4
2739,13
2740,3
2741,1
2742,23
2743,1
2744,14
2745,16
2746,16
2747,23
2748,7
2749,16
2750,22
2751,22
2752,1
2753,7
2754,11
2755,23
2756,0
2757,4
2758,3
2759,2
2760,17
2761,6
2762,19
2763,5
2764,7
2765,20
2766,7
2767,7
2768,18
2769,1
2770,16
2771,6
2772,17
2773,16
2774,13
2775,10
2776,23
2777,18
2778,10
2779,18
2780,13
2781,25
2782,22
2783,22
2784,16
2785,13
2786,16
2787,16
2788,17
2789,16
2790,23
2791,20
2792,22
2793,10
2794,5
2795,14
2796,3
2797,17
2798,22
2799,21
2800,20
2801,0
2802,0
2803,25
2804,25
2805,4
2806,18
2807,12
2808,14
2809,12
2810,21
2811,22
2812,20
2813,2
2814,19
2815,14
2816,2
2817,8
2818,3
2819,2
2820,21
2821,17
2822,10
2823,21
2824,24
2825,11
2826,4
2827,5
2828,22
2829,23
2830,0
2831,20
2832,24
2833,3
2834,4
2835,11
2836,0
2837,9
2838,18
2839,17
2840,13
2841,12
2842,3
2843,24
2844,7
2845,18
2846,20
2847,15
2848,23
2849,12
2850,24
2851,22
2852,21
2853,14
2854,15
2855,20
2856,22
2857,21
2858,9
2859,1
2860,23
2861,3
2862,21
2863,6
2864,14
2865,16
2866,12
2867,16
2868,14
2869,5
2870,7
2871,10
2872,24
2873,16
2874,8
2875,3
2876,14
2877,8
2878,18
2879,3
2880,6
2881,0
2882,25
2883,2
2884,24
2885,15
2886,12
2887,13
2888,22
2889,25
2890,23
2891,11
2892,8
2893,15
2894,10
2895,22
2896,6
2897,11
2898,5
2899,24
2900,6
2901,4
2902,13
2903,15
2904,5
2905,17
2906,15
2907,15
2908,14
2909,18
2910,15
2911,22
2912,2
2913,23
2914,25
2915,15
2916,15
2917,15
2918,22
2919,5
2920,12
2921,3
2922,17
2923,25
2924,11
2925,11
2926,6
2927,6
2928,1
2929,12
2930,6
2931,10
2932,21
2933,16
2934,11
2935,7
2936,3
2937,7
2938,14
2939,1
2940,18
2941,0
2942,17
2943,2
2944,21
2945,25
2946,20
2947,21
2948,22
2949,6
2950,15
2951,8
2952,7
2953,18
2954,16
2955,24
2956,0
2957,24
2958,5
2959,22
2960,0
2961,21
2962,2
2963,4
2964,4
2965,14
2966,21
2967,13
2968,18
2969,13
2970,2
2971,10
2972,20
2973,15
2974,17
2975,25
2976,22
2977,16
2978,3
2979,1
2980,4
2981,13
2982,23
2983,9
2984,3
2985,24
2986,7
2987,13
2988,23
2989,2
2990,21
2991,20
2992,6
2993,2
2994,7
2995,4
2996,1
